Round,ClientIndex,ExecTimeSec
310,1,7.905173
310,2,5.020288
310,3,3.583242
310,4,6.386090
311,0,7.297809
311,1,1.798778
311,2,3.125560
311,3,4.472216
311,4,5.907059
312,0,1.477342
312,1,4.143494
312,2,6.851456
312,3,5.539436
312,4,2.794450
313,0,1.707430
313,1,3.072060
313,2,7.198606
313,3,4.453552
313,4,5.795648
314,0,3.112306
314,1,5.952153
314,2,4.540740
314,3,1.770952
314,4,7.391800
315,0,4.161438
315,1,5.510564
315,2,2.778407
315,3,7.013788
315,4,1.367408
316,0,2.999525
316,1,7.315725
316,2,4.324148
316,3,1.573748
316,4,5.811096
317,0,3.421939
317,1,6.341151
317,2,7.735009
317,3,4.903053
317,4,1.890482
318,0,4.410467
318,1,1.604275
318,2,7.060615
318,3,5.726541
318,4,3.067823
319,0,4.801232
319,1,7.475098
319,2,6.155498
319,3,2.077946
319,4,3.451823
320,0,3.020056
320,1,1.625982
320,2,4.358909
320,3,5.687795
320,4,7.333519
321,0,4.442184
321,1,1.622006
321,2,3.050013
321,3,7.191382
321,4,5.805191
322,0,2.089115
322,1,6.171361
322,2,3.425327
322,3,7.649509
322,4,4.813285
323,0,4.194551
323,1,1.532738
323,2,7.186893
323,3,2.869102
323,4,5.624601
324,0,7.203104
324,1,5.883634
324,2,1.711694
324,3,4.479601
324,4,3.069913
325,0,1.637630
325,1,3.055278
325,2,5.956157
325,3,4.602611
325,4,7.438710
326,0,5.852813
326,1,4.369020
326,2,7.287635
326,3,3.029543
326,4,1.685529
327,0,4.028309
327,1,5.423506
327,2,1.329444
327,3,6.824579
327,4,2.679046
328,0,1.545498
328,1,5.746241
328,2,7.402886
328,3,4.276805
328,4,2.875325
329,0,7.049811
329,1,5.581450
329,2,1.531024
329,3,4.244075
329,4,2.889788
330,0,1.714351
330,1,7.307193
330,2,3.045441
330,3,5.787511
330,4,4.374848
331,0,3.016549
331,1,1.569457
331,2,4.493519
331,3,5.833785
331,4,7.272281
332,0,4.531740
332,1,7.312532
332,2,1.869477
332,3,3.214532
332,4,5.876455
333,0,7.418541
333,1,2.987581
333,2,5.728157
333,3,1.634680
333,4,4.320783
334,0,5.711124
334,1,2.805419
334,2,7.034622
334,3,4.206425
334,4,1.374987
335,0,5.903061
335,1,3.121646
335,2,7.238723
335,3,1.635092
335,4,4.557865
336,0,6.931453
336,1,2.824208
336,2,1.372301
336,3,5.576525
336,4,4.218086
337,0,1.548782
337,1,4.258460
337,2,5.577579
337,3,2.955354
337,4,6.941043
338,0,5.772593
338,1,4.360582
338,2,1.618838
338,3,2.987428
338,4,7.112430
339,0,2.982080
339,1,1.619932
339,2,4.317824
339,3,7.066836
339,4,5.721012
340,0,4.284623
340,1,7.154928
340,2,5.704836
340,3,2.938790
340,4,1.465650
341,0,2.974840
341,1,4.497678
341,2,5.918272
341,3,7.289915
341,4,1.591960
342,0,4.463318
342,1,5.834308
342,2,3.083323
342,3,7.191013
342,4,1.745302
343,0,5.796426
343,1,1.520764
343,2,2.983217
343,3,4.417603
343,4,7.170655
344,0,6.466289
344,1,2.279885
344,2,5.136229
344,3,7.795099
344,4,3.694195
345,0,7.829684
345,1,3.835599
345,2,2.422100
345,3,6.525700
345,4,5.104022
346,0,2.965524
346,1,7.004414
346,2,5.651677
346,3,4.309014
346,4,1.648910
347,0,1.753006
347,1,4.590790
347,2,3.200103
347,3,6.042978
347,4,7.415993
348,0,5.664690
348,1,2.793695
348,2,7.056990
348,3,1.370720
348,4,4.221703
349,0,3.076791
349,1,4.429699
349,2,6.855682
349,3,8.310056
349,4,1.602960
350,0,7.515551
350,1,6.078367
350,2,1.959250
350,3,4.643258
350,4,3.299800
351,0,2.785480
351,1,4.190808
351,2,5.718102
351,3,1.354507
351,4,7.059861
352,0,7.137491
352,1,5.808978
352,2,1.503619
352,3,4.380604
352,4,3.073797
353,0,1.603181
353,1,7.292043
353,2,4.491644
353,3,5.946293
353,4,3.048303
354,0,7.828351
354,1,3.497886
354,2,5.055391
354,3,6.461305
354,4,2.124604
355,0,6.286547
355,1,2.149582
355,2,7.615354
355,3,3.493683
355,4,4.891223
356,0,1.864338
356,1,4.622409
356,2,7.597730
356,3,6.161064
356,4,3.201376
357,0,5.944078
357,1,1.895643
357,2,4.624490
357,3,3.239857
357,4,7.455196
358,0,6.987917
358,1,4.289843
358,2,5.660292
358,3,2.906309
358,4,1.515460
359,0,5.799725
359,1,7.127002
359,2,3.005428
359,3,4.414806
359,4,1.465910
360,0,5.903063
360,1,1.481166
360,2,3.054909
360,3,7.271150
360,4,4.537377
361,0,4.578088
361,1,1.919060
361,2,3.252725
361,3,5.936194
361,4,7.304101
362,0,7.410455
362,1,6.045144
362,2,3.305117
362,3,4.680097
362,4,1.987030
363,0,3.272350
363,1,5.915156
363,2,1.846779
363,3,4.585701
363,4,7.343895
364,0,8.551239
364,1,6.976118
364,2,5.460941
364,3,2.611598
364,4,4.033199
365,0,6.344419
365,1,2.149721
365,2,5.009211
365,3,3.515752
365,4,7.715210
366,0,6.332623
366,1,4.945590
366,2,7.778925
366,3,3.472058
366,4,2.047957
367,0,2.322436
367,1,6.508149
367,2,5.095645
367,3,3.668150
367,4,7.883385
368,0,6.189411
368,1,3.408091
368,2,7.619098
368,3,4.832894
368,4,1.959992
369,0,4.220310
369,1,2.858367
369,2,6.890171
369,3,1.459327
369,4,5.542041
370,0,4.488178
370,1,5.972381
370,2,1.652835
370,3,7.327628
370,4,3.079613
371,0,4.383941
371,1,2.674265
371,2,7.455734
371,3,8.875013
371,4,5.898068
372,0,4.423134
372,1,1.673269
372,2,7.118556
372,3,3.078614
372,4,5.766406
373,0,5.545590
373,1,6.893485
373,2,4.166132
373,3,1.385350
373,4,2.742162
374,0,1.706562
374,1,5.850366
374,2,4.469866
374,3,3.028267
374,4,7.185640
375,0,5.903793
375,1,4.552926
375,2,3.016761
375,3,1.415741
375,4,7.368873
376,0,7.377603
376,1,3.227843
376,2,5.975431
376,3,4.546063
376,4,1.750458
377,0,7.155603
377,1,4.352463
377,2,1.411786
377,3,5.814762
377,4,2.921222
378,0,5.772696
378,1,4.292777
378,2,1.443286
378,3,2.833096
378,4,7.140146
379,0,1.660129
379,1,4.520115
379,2,7.341562
379,3,3.115027
379,4,5.910989
380,0,5.697844
380,1,2.985490
380,2,4.367610
380,3,1.605509
380,4,7.020705
381,0,6.580430
381,1,2.402130
381,2,3.767675
381,3,5.091657
381,4,7.935693
382,0,1.442162
382,1,5.865672
382,2,3.059091
382,3,7.237523
382,4,4.478674
383,0,6.079149
383,1,3.016357
383,2,1.606845
383,3,4.611997
383,4,7.443975
384,0,2.879307
384,1,1.516054
384,2,4.211404
384,3,7.037407
384,4,5.651716
385,0,2.783074
385,1,5.632427
385,2,1.410453
385,3,6.989342
385,4,4.123688
386,0,3.111143
386,1,7.438633
386,2,6.010223
386,3,4.613635
386,4,1.594840
387,0,5.767569
387,1,4.424268
387,2,3.019956
387,3,7.103665
387,4,1.670501
388,0,7.792942
388,1,3.702148
388,2,5.072462
388,3,2.304765
388,4,6.463103
389,0,2.934386
389,1,7.043654
389,2,1.495382
389,3,4.284968
389,4,5.622871
390,0,6.833792
390,1,5.385545
390,2,2.213111
390,3,8.216161
390,4,3.773395
391,0,7.167560
391,1,5.714961
391,2,2.986886
391,3,4.345748
391,4,1.636047
392,0,1.398498
392,1,2.890452
392,2,6.893612
392,3,5.581909
392,4,4.242507
393,0,4.333016
393,1,2.941837
393,2,5.686098
393,3,7.025242
393,4,1.514148
394,0,5.471275
394,1,8.227218
394,2,4.014422
394,3,6.832466
394,4,2.476195
395,0,6.393311
395,1,7.808427
395,2,1.960969
395,3,4.958443
395,4,3.473574
396,0,1.802268
396,1,4.504292
396,2,5.814660
396,3,7.185547
396,4,3.129789
397,0,4.751161
397,1,7.559558
397,2,6.087544
397,3,3.331247
397,4,1.938894
398,0,3.060084
398,1,7.384172
398,2,1.716535
398,3,4.442299
398,4,5.866721
399,0,4.128101
399,1,2.804482
399,2,6.811629
399,3,1.374576
399,4,5.491418
400,0,5.743397
400,1,2.962935
400,2,7.072308
400,3,1.537864
400,4,4.389708
401,0,4.728184
401,1,3.349238
401,2,1.953413
401,3,6.062925
401,4,7.402163
402,0,3.559098
402,1,6.246647
402,2,2.138151
402,3,4.904295
402,4,7.764985
403,0,5.669820
403,1,2.994105
403,2,7.005971
403,3,1.622323
403,4,4.351056
404,0,6.562619
404,1,2.441982
404,2,3.766536
404,3,7.885157
404,4,5.226552
405,0,5.872074
405,1,1.577779
405,2,3.023716
405,3,7.261547
405,4,4.519061
406,0,4.250503
406,1,2.819769
406,2,5.601473
406,3,1.478558
406,4,7.066443
407,0,4.588477
407,1,1.861771
407,2,5.964786
407,3,7.458112
407,4,3.258376
408,0,4.215011
408,1,5.695462
408,2,1.359221
408,3,2.763003
408,4,7.036223
409,0,3.305379
409,1,4.682565
409,2,6.090728
409,3,7.565096
409,4,1.901060
410,0,5.947902
410,1,3.073133
410,2,4.532702
410,3,7.311996
410,4,1.662985
411,0,7.048512
411,1,4.195725
411,2,2.862514
411,3,5.706672
411,4,1.405951
412,0,4.341016
412,1,1.610652
412,2,5.761931
412,3,2.994478
412,4,7.100700
413,0,7.689768
413,1,1.570600
413,2,4.280234
413,3,2.949739
413,4,6.327744
414,0,2.855812
414,1,7.079790
414,2,4.205615
414,3,5.641341
414,4,1.422133
415,0,7.105751
415,1,2.853443
415,2,1.451585
415,3,5.564480
415,4,4.176661
416,0,1.958641
416,1,7.748862
416,2,6.268456
416,3,3.491435
416,4,4.894916
417,0,3.221762
417,1,4.661066
417,2,6.089379
417,3,1.757136
417,4,7.462543
418,0,1.839280
418,1,4.620182
418,2,3.261872
418,3,5.960505
418,4,7.496929
419,0,6.996249
419,1,2.840008
419,2,5.610352
419,3,4.212915
419,4,1.509962
420,0,5.871224
420,1,1.797539
420,2,3.105310
420,3,4.463278
420,4,7.279552
421,0,4.224629
421,1,1.524250
421,2,5.636245
421,3,2.861310
421,4,6.958876
422,0,3.307827
422,1,6.166466
422,2,4.718895
422,3,1.901199
422,4,7.492749
423,0,4.406241
423,1,1.695990
423,2,3.060478
423,3,7.277297
423,4,5.775158
424,0,6.844028
424,1,2.752225
424,2,1.438821
424,3,5.525973
424,4,4.177480
425,0,4.677824
425,1,3.297579
425,2,1.756966
425,3,7.502598
425,4,6.038194
426,0,6.143416
426,1,3.278759
426,2,1.898579
426,3,4.631019
426,4,7.565685
427,0,1.528512
427,1,2.902246
427,2,7.092574
427,3,5.722497
427,4,4.236654
428,0,1.448969
428,1,2.933175
428,2,5.804182
428,3,4.336822
428,4,7.182597
429,0,7.287192
429,1,1.662366
429,2,3.155325
429,3,5.923940
429,4,4.529068
430,0,6.013584
430,1,7.335482
430,2,4.679652
430,3,3.288988
430,4,1.915084
431,0,1.564258
431,1,4.313672
431,2,5.933795
431,3,7.475464
431,4,2.886648
432,0,4.673568
432,1,7.351687
432,2,3.283070
432,3,6.023536
432,4,1.835301
433,0,4.720267
433,1,7.523725
433,2,3.319308
433,3,1.778313
433,4,6.190999
434,0,2.893585
434,1,5.721210
434,2,1.380385
434,3,4.365764
434,4,7.080971
435,0,1.795184
435,1,6.029682
435,2,3.279226
435,3,7.430402
435,4,4.695067
436,0,1.771637
436,1,4.492198
436,2,3.107220
436,3,7.283469
436,4,5.830321
437,0,1.419626
437,1,5.449656
437,2,2.794466
437,3,6.951838
437,4,4.136250
438,0,4.146759
438,1,5.595904
438,2,7.010106
438,3,1.477321
438,4,2.792447
439,0,4.490005
439,1,3.123858
439,2,7.259983
439,3,5.835399
439,4,1.688114
440,0,4.690814
440,1,1.740867
440,2,3.269326
440,3,6.122939
440,4,7.528012
441,0,5.900299
441,1,4.483634
441,2,3.121675
441,3,1.736721
441,4,7.237386
442,0,5.866720
442,1,1.745605
442,2,4.522798
442,3,7.257432
442,4,3.143707
443,0,4.358799
443,1,2.873108
443,2,1.458722
443,3,7.072798
443,4,5.723075
444,0,7.931351
444,1,5.983129
444,2,1.782797
444,3,4.566139
444,4,3.198243
445,0,5.662555
445,1,7.042041
445,2,4.324118
445,3,1.602296
445,4,2.965479
446,0,7.175124
446,1,5.828661
446,2,4.439320
446,3,3.070642
446,4,1.539980
447,0,4.042107
447,1,5.754338
447,2,2.669966
447,3,1.315967
447,4,7.228720
448,0,4.947803
448,1,2.190833
448,2,7.737863
448,3,3.515741
448,4,6.296600
449,0,4.732864
449,1,1.837064
449,2,6.062903
449,3,3.240959
449,4,7.452389
450,0,6.899570
450,1,1.358373
450,2,5.435609
450,3,4.098191
450,4,2.681013
451,0,1.684945
451,1,6.031969
451,2,3.132637
451,3,7.441381
451,4,4.543008
452,0,3.623379
452,1,7.853284
452,2,5.057522
452,3,2.221456
452,4,6.509202
453,0,5.605014
453,1,2.948784
453,2,6.954633
453,3,1.601471
453,4,4.270019
454,0,5.655976
454,1,7.127992
454,2,2.892474
454,3,4.302581
454,4,1.453572
455,0,5.739264
455,1,7.081838
455,2,1.604066
455,3,2.974080
455,4,4.370701
456,0,4.278677
456,1,2.835802
456,2,7.079002
456,3,1.504466
456,4,5.703472
457,0,5.815752
457,1,7.253243
457,2,3.119134
457,3,1.772749
457,4,4.447827
458,0,6.467480
458,1,3.574528
458,2,4.996495
458,3,7.944448
458,4,2.171113
459,0,4.320581
459,1,2.875797
459,2,1.525140
459,3,5.890538
459,4,7.536709
460,0,2.774729
460,1,7.084772
460,2,5.634188
460,3,4.181894
460,4,1.395322
461,0,5.960469
461,1,4.511411
461,2,1.612096
461,3,7.375059
461,4,2.942629
462,0,4.564127
462,1,1.856994
462,2,3.184603
462,3,7.308148
462,4,5.903222
463,0,1.758284
463,1,4.625023
463,2,7.456714
463,3,5.993910
463,4,3.167289
464,0,1.484698
464,1,7.115533
464,2,4.320974
464,3,2.813739
464,4,5.749047
465,0,3.268312
465,1,6.024323
465,2,1.872500
465,3,7.435452
465,4,4.656757
466,0,3.173429
466,1,4.496986
466,2,1.782926
466,3,5.834211
466,4,7.186276
467,0,6.642011
467,1,5.260082
467,2,3.905816
467,3,8.063492
467,4,2.433082
468,0,3.770612
468,1,7.953491
468,2,6.560109
468,3,5.217352
468,4,2.359700
469,0,2.778026
469,1,5.617621
469,2,4.172638
469,3,7.030608
469,4,1.411327
470,0,6.914276
470,1,4.167514
470,2,5.586888
470,3,1.425273
470,4,2.785627
471,0,6.001664
471,1,1.768989
471,2,3.306936
471,3,4.666666
471,4,7.374518
472,0,1.760534
472,1,6.021898
472,2,4.693803
472,3,7.351537
472,4,3.163647
473,0,4.551347
473,1,5.928801
473,2,3.162612
473,3,7.284868
473,4,1.798010
474,0,2.476413
474,1,8.599128
474,2,7.100270
474,3,3.826884
474,4,5.504750
475,0,2.314572
475,1,3.900704
475,2,5.270720
475,3,6.810222
475,4,8.332154
476,0,3.444568
476,1,6.311885
476,2,7.742460
476,3,2.056456
476,4,4.892756
477,0,2.054778
477,1,4.763845
477,2,3.417877
477,3,6.173176
477,4,7.580241
478,0,6.631397
478,1,5.164408
478,2,7.992252
478,3,2.183965
478,4,3.783393
479,0,1.789751
479,1,5.851942
479,2,4.514289
479,3,3.173068
479,4,7.259836
480,0,5.896303
480,1,4.509906
480,2,3.103606
480,3,7.219927
480,4,1.755569
481,0,4.305047
481,1,2.937274
481,2,7.079818
481,3,5.640811
481,4,1.420500
482,0,5.649384
482,1,1.508211
482,2,7.010801
482,3,4.306117
482,4,2.957506
483,0,6.122270
483,1,1.489888
483,2,4.775340
483,3,7.528997
483,4,3.154169
484,0,1.576432
484,1,7.142081
484,2,4.342120
484,3,5.807408
484,4,2.910621
485,0,6.153071
485,1,7.506797
485,2,4.807669
485,3,3.449823
485,4,1.935376
486,0,2.803649
486,1,4.151194
486,2,1.355373
486,3,5.535038
486,4,6.900923
487,0,7.297328
487,1,4.501630
487,2,5.882120
487,3,3.004495
487,4,1.677045
488,0,5.667931
488,1,4.212280
488,2,7.294247
488,3,2.827202
488,4,1.477982
489,0,4.503090
489,1,6.066911
489,2,3.075144
489,3,7.454896
489,4,1.752578
490,0,5.704713
490,1,7.103706
490,2,4.368880
490,3,1.628418
490,4,2.967489
491,0,4.424253
491,1,5.754605
491,2,7.137215
491,3,3.071082
491,4,1.618085
492,0,7.126704
492,1,4.262751
492,2,2.904523
492,3,5.613282
492,4,1.483481
493,0,1.528487
493,1,4.314127
493,2,2.918188
493,3,7.370355
493,4,5.792898
494,0,4.285142
494,1,7.107651
494,2,2.891027
494,3,5.720170
494,4,1.547753
495,0,7.320583
495,1,1.827653
495,2,4.666876
495,3,5.988711
495,4,3.251540
496,0,3.041317
496,1,7.171748
496,2,5.803090
496,3,4.410528
496,4,1.637142
497,0,6.092155
497,1,3.394200
497,2,1.907260
497,3,7.542984
497,4,4.731442
498,0,1.931267
498,1,4.814171
498,2,6.180707
498,3,3.371842
498,4,7.499745
499,0,4.484540
499,1,5.894638
499,2,1.632146
499,3,3.138129
499,4,7.299412
500,0,4.121990
500,1,6.832994
500,2,2.758465
500,3,1.427360
500,4,5.462946
501,0,1.756932
501,1,4.458726
501,2,5.922679
501,3,3.075851
501,4,7.259292
502,0,2.196107
502,1,7.584630
502,2,4.891616
502,3,3.525599
502,4,6.234446
503,0,7.663479
503,1,6.223767
503,2,1.800114
503,3,4.768788
503,4,3.145821
504,0,3.550928
504,1,4.849066
504,2,6.189723
504,3,2.119848
504,4,7.746014
505,0,5.503385
505,1,1.388554
505,2,4.037577
505,3,6.858411
505,4,2.711344
506,0,2.770238
506,1,5.633689
506,2,1.423173
506,3,6.991737
506,4,4.169666
507,0,3.000189
507,1,7.198610
507,2,5.814570
507,3,4.352818
507,4,1.657874
508,0,7.302573
508,1,1.495962
508,2,4.255290
508,3,5.840050
508,4,2.900447
509,0,4.532335
509,1,3.212559
509,2,5.900247
509,3,1.716304
509,4,7.342209
510,0,5.555659
510,1,2.835731
510,2,1.511052
510,3,6.957595
510,4,4.226184
511,0,6.076169
511,1,4.731465
511,2,1.985209
511,3,7.786144
511,4,3.391757
512,0,3.294654
512,1,1.963283
512,2,6.214106
512,3,4.768732
512,4,7.728057
513,0,1.387840
513,1,4.082927
513,2,6.938473
513,3,2.721152
513,4,5.507893
514,0,7.167220
514,1,1.367825
514,2,5.656386
514,3,4.177992
514,4,2.793648
515,0,5.835773
515,1,1.812080
515,2,4.493617
515,3,7.337281
515,4,3.181804
516,0,7.085023
516,1,3.026831
516,2,1.484301
516,3,4.376274
516,4,5.722228
517,0,6.285703
517,1,3.410230
517,2,4.890475
517,3,7.621226
517,4,1.996572
518,0,5.366719
518,1,6.838715
518,2,8.167051
518,3,4.015573
518,4,2.665333
519,0,4.509813
519,1,3.093679
519,2,7.564005
519,3,1.730313
519,4,5.987011
520,0,4.370777
520,1,5.837052
520,2,2.965868
520,3,1.640228
520,4,7.277611
521,0,2.116994
521,1,3.496315
521,2,6.364959
521,3,7.708388
521,4,4.954307
522,0,2.815495
522,1,5.692825
522,2,7.147431
522,3,4.289434
522,4,1.461230
523,0,5.877192
523,1,4.505644
523,2,1.773631
523,3,3.100957
523,4,7.256284
524,0,4.706808
524,1,3.297754
524,2,7.526444
524,3,1.845912
524,4,6.176606
525,0,3.139098
525,1,5.873294
525,2,1.737415
525,3,7.227533
525,4,4.554697
526,0,1.503764
526,1,4.254800
526,2,6.966513
526,3,2.902147
526,4,5.586384
527,0,7.788685
527,1,4.953059
527,2,3.517066
527,3,2.171990
527,4,6.329752
528,0,2.852594
528,1,7.114918
528,2,4.223509
528,3,1.512573
528,4,5.628046
529,0,5.759933
529,1,7.132163
529,2,4.339388
529,3,1.548606
529,4,2.993986
530,0,1.513764
530,1,4.262297
530,2,7.254198
530,3,5.754668
530,4,2.951478
531,0,6.876441
531,1,2.703852
531,2,4.008772
531,3,5.447182
531,4,1.376057
532,0,4.394857
532,1,1.548353
532,2,2.958498
532,3,5.840396
532,4,7.219255
533,0,3.053597
533,1,4.416553
533,2,1.598324
533,3,7.320050
533,4,5.807615
534,0,1.785432
534,1,7.286241
534,2,5.798513
534,3,3.130837
534,4,4.457465
535,0,3.105751
535,1,5.889401
535,2,4.564824
535,3,1.654835
535,4,7.735897
536,0,4.446465
536,1,5.897153
536,2,3.078236
536,3,7.228290
536,4,1.718709
537,0,3.377595
537,1,7.451563
537,2,4.808061
537,3,6.130234
537,4,2.006288
538,0,7.830160
538,1,6.310503
538,2,3.377630
538,3,4.799898
538,4,2.010013
539,0,6.527148
539,1,2.344499
539,2,3.680222
539,3,5.039616
539,4,8.008935
540,0,4.164174
540,1,5.506756
540,2,2.751300
540,3,6.924027
540,4,1.421962
541,0,6.943293
541,1,2.861614
541,2,1.486934
541,3,4.209251
541,4,5.607432
542,0,8.039386
542,1,2.142884
542,2,5.104107
542,3,3.593724
542,4,6.551590
543,0,2.999108
543,1,5.761879
543,2,1.646984
543,3,7.279443
543,4,4.366702
544,0,7.471840
544,1,1.894419
544,2,3.243299
544,3,5.991673
544,4,4.611298
545,0,5.632297
545,1,1.469235
545,2,4.189458
545,3,2.825396
545,4,7.036505
546,0,7.242165
546,1,5.781688
546,2,1.616245
546,3,3.068396
546,4,4.449491
547,0,1.813340
547,1,3.175501
547,2,7.556479
547,3,6.215423
547,4,4.653186
548,0,2.947340
548,1,1.598645
548,2,4.417981
548,3,5.758919
548,4,7.200087
549,0,1.432952
549,1,2.796176
549,2,4.228043
549,3,6.913079
549,4,5.556250
550,0,1.535641
550,1,4.290504
550,2,5.608583
550,3,6.953176
550,4,2.895545
551,0,6.139892
551,1,2.037243
551,2,3.431258
551,3,7.462953
551,4,4.791863
552,0,6.973498
552,1,4.106659
552,2,2.670608
552,3,5.545688
552,4,1.344570
553,0,2.893459
553,1,4.446746
553,2,1.392001
553,3,7.138793
553,4,5.785149
554,0,1.738392
554,1,7.368294
554,2,3.245310
554,3,4.598145
554,4,5.950896
555,0,5.848440
555,1,7.205853
555,2,1.510848
555,3,2.951941
555,4,4.393380
556,0,1.623711
556,1,5.772223
556,2,3.021749
556,3,7.229171
556,4,4.415541
557,0,2.994552
557,1,1.641642
557,2,5.743807
557,3,4.381265
557,4,7.132909
558,0,1.860054
558,1,3.283888
558,2,5.945190
558,3,7.476130
558,4,4.596970
559,0,7.301383
559,1,4.628489
559,2,5.989616
559,3,3.202966
559,4,1.795389
560,0,7.578582
560,1,3.371816
560,2,2.015971
560,3,4.794005
560,4,6.182007
561,0,3.087216
561,1,6.056287
561,2,4.574832
561,3,1.736169
561,4,7.401728
562,0,1.707135
562,1,5.857253
562,2,7.209878
562,3,4.458349
562,4,3.054862
563,0,2.242491
563,1,6.581471
563,2,8.079843
563,3,3.586806
563,4,5.068258
564,0,6.840286
564,1,4.170294
564,2,1.445765
564,3,5.496954
564,4,2.823984
565,0,3.067994
565,1,4.467431
565,2,5.897144
565,3,1.632224
565,4,7.249824
566,0,5.675197
566,1,2.861686
566,2,1.512707
566,3,7.077790
566,4,4.265453
567,0,5.776483
567,1,1.584458
567,2,4.439682
567,3,3.012914
567,4,7.266855
568,0,7.311631
568,1,4.388088
568,2,3.012764
568,3,5.835782
568,4,1.623189
569,0,1.480362
569,1,5.814069
569,2,7.195430
569,3,3.030279
569,4,4.478771
570,0,2.960135
570,1,7.007252
570,2,4.305768
570,3,1.489141
570,4,5.633776
571,0,4.357213
571,1,5.825669
571,2,7.327971
571,3,1.629122
571,4,3.009722
572,0,7.692468
572,1,3.315388
572,2,6.266837
572,3,4.740000
572,4,1.871089
573,0,7.500340
573,1,3.055748
573,2,4.522900
573,3,1.599650
573,4,5.855749
574,0,3.292299
574,1,1.782560
574,2,6.023865
574,3,4.655221
574,4,7.419417
575,0,5.184072
575,1,3.798353
575,2,2.384172
575,3,7.991541
575,4,6.574863
576,0,5.035135
576,1,2.270955
576,2,6.525577
576,3,7.855383
576,4,3.683784
577,0,3.096509
577,1,6.081901
577,2,1.742863
577,3,7.531866
577,4,4.666093
578,0,5.764425
578,1,3.040955
578,2,4.337523
578,3,1.673811
578,4,7.166044
579,0,7.483899
579,1,1.966089
579,2,4.697083
579,3,6.143118
579,4,3.327526
580,0,4.652382
580,1,7.542078
580,2,3.316815
580,3,1.979180
580,4,6.144139
581,0,4.382050
581,1,2.883637
581,2,5.889848
581,3,1.476068
581,4,7.194468
582,0,3.122056
582,1,4.475709
582,2,5.965039
582,3,1.722310
582,4,7.333356
583,0,7.297216
583,1,1.422096
583,2,4.249908
583,3,2.783822
583,4,5.684407
584,0,3.242991
584,1,6.103321
584,2,4.697331
584,3,1.808476
584,4,7.456985
585,0,8.125858
585,1,3.844476
585,2,5.322454
585,3,2.462665
585,4,6.699270
586,0,1.418929
586,1,5.945307
586,2,7.355073
586,3,2.900091
586,4,4.360318
587,0,6.216803
587,1,2.096898
587,2,4.809130
587,3,3.445901
587,4,7.598143
588,0,3.056499
588,1,5.846125
588,2,4.428475
588,3,1.640313
588,4,7.240437
589,0,1.380483
589,1,5.709559
589,2,4.220665
589,3,2.755305
589,4,7.134982
590,0,6.502866
590,1,5.076885
590,2,7.880958
590,3,3.726131
590,4,2.309982
591,0,2.766133
591,1,4.171030
591,2,1.427437
591,3,5.731423
591,4,7.203967
592,0,2.988809
592,1,7.238559
592,2,4.423161
592,3,5.851860
592,4,1.551842
593,0,4.949342
593,1,7.741648
593,2,6.284561
593,3,2.154402
593,4,3.502891
594,0,4.367763
594,1,7.204137
594,2,1.470553
594,3,2.901549
594,4,5.835461
595,0,3.545274
595,1,6.240699
595,2,4.898938
595,3,7.633170
595,4,2.156732
596,0,7.189741
596,1,5.686953
596,2,4.317197
596,3,2.938713
596,4,1.462610
597,0,7.381284
597,1,5.936935
597,2,3.103767
597,3,1.509461
597,4,4.507865
598,0,3.198063
598,1,1.842716
598,2,5.940464
598,3,4.565425
598,4,7.426387
599,0,1.921780
599,1,4.681643
599,2,3.326212
599,3,6.224049
599,4,7.727432
600,0,7.552283
600,1,6.218347
600,2,3.540985
600,3,2.125440
600,4,4.881951
601,0,2.858976
601,1,7.151956
601,2,1.546929
601,3,4.199880
601,4,5.723153
602,0,5.440303
602,1,4.101698
602,2,2.774988
602,3,6.828469
602,4,1.354407
603,0,7.080576
603,1,1.493758
603,2,4.225517
603,3,2.880830
603,4,5.701642
604,0,7.996937
604,1,1.823450
604,2,4.820534
604,3,3.215850
604,4,6.489338
605,0,7.047509
605,1,5.597509
605,2,2.818771
605,3,1.335496
605,4,4.201780
606,0,4.213891
606,1,6.921152
606,2,2.866120
606,3,1.403056
606,4,5.560373
607,0,1.498090
607,1,4.273708
607,2,2.943405
607,3,7.173620
607,4,5.738313
608,0,3.334157
608,1,7.669999
608,2,4.810348
608,3,6.230200
608,4,1.994291
609,0,4.251543
609,1,1.463757
609,2,5.581817
609,3,6.925515
609,4,2.915166
610,0,7.299398
610,1,3.016954
610,2,4.416396
610,3,5.759712
610,4,1.556893
611,0,4.482000
611,1,7.319941
611,2,5.882489
611,3,1.513494
611,4,3.054304
612,0,7.181282
612,1,1.426456
612,2,2.828134
612,3,5.754441
612,4,4.354265
613,0,7.756091
613,1,3.629627
613,2,2.249063
613,3,6.417259
613,4,4.983159
614,0,8.034131
614,1,5.111490
614,2,2.301729
614,3,3.754007
614,4,6.494855
615,0,4.326862
615,1,5.653263
615,2,1.555179
615,3,2.966336
615,4,7.040605
616,0,2.966408
616,1,1.490913
616,2,5.838243
616,3,4.449011
616,4,7.182888
617,0,6.397339
617,1,4.415263
617,2,2.848831
617,3,1.382949
617,4,7.784641
618,0,3.738894
618,1,2.386667
618,2,6.775818
618,3,5.168604
618,4,8.143477
619,0,5.665591
619,1,1.427125
619,2,2.836366
619,3,7.004714
619,4,4.342987
620,0,4.370545
620,1,2.843122
620,2,7.036832
620,3,5.692868
