Round,NumSelected,DownBytes,UpBytes,TotalBytes,CumulativeBytes
819,5,70680,70680,141360,115915200
820,5,70680,70680,141360,116056560
821,5,70680,70680,141360,116197920
822,5,70680,70680,141360,116339280
823,5,70680,70680,141360,116480640
824,5,70680,70680,141360,116622000
825,5,70680,70680,141360,116763360
826,5,70680,70680,141360,116904720
827,5,70680,70680,141360,117046080
828,5,70680,70680,141360,117187440
829,5,70680,70680,141360,117328800
830,5,70680,70680,141360,117470160
831,5,70680,70680,141360,117611520
832,5,70680,70680,141360,117752880
833,5,70680,70680,141360,117894240
834,5,70680,70680,141360,118035600
835,5,70680,70680,141360,118176960
836,5,70680,70680,141360,118318320
837,5,70680,70680,141360,118459680
838,5,70680,70680,141360,118601040
839,5,70680,70680,141360,118742400
840,5,70680,70680,141360,118883760
841,5,70680,70680,141360,119025120
842,5,70680,70680,141360,119166480
843,5,70680,70680,141360,119307840
844,5,70680,70680,141360,119449200
845,5,70680,70680,141360,119590560
846,5,70680,70680,141360,119731920
847,5,70680,70680,141360,119873280
848,5,70680,70680,141360,120014640
849,5,70680,70680,141360,120156000
850,5,70680,70680,141360,120297360
851,5,70680,70680,141360,120438720
852,5,70680,70680,141360,120580080
853,5,70680,70680,141360,120721440
854,5,70680,70680,141360,120862800
855,5,70680,70680,141360,121004160
856,5,70680,70680,141360,121145520
857,5,70680,70680,141360,121286880
858,5,70680,70680,141360,121428240
859,5,70680,70680,141360,121569600
860,5,70680,70680,141360,121710960
861,5,70680,70680,141360,121852320
862,5,70680,70680,141360,121993680
863,5,70680,70680,141360,122135040
864,5,70680,70680,141360,122276400
865,5,70680,70680,141360,122417760
866,5,70680,70680,141360,122559120
867,5,70680,70680,141360,122700480
868,5,70680,70680,141360,122841840
869,5,70680,70680,141360,122983200
870,5,70680,70680,141360,123124560
871,5,70680,70680,141360,123265920
872,5,70680,70680,141360,123407280
873,5,70680,70680,141360,123548640
874,5,70680,70680,141360,123690000
875,5,70680,70680,141360,123831360
876,5,70680,70680,141360,123972720
877,5,70680,70680,141360,124114080
878,5,70680,70680,141360,124255440
879,5,70680,70680,141360,124396800
880,5,70680,70680,141360,124538160
881,5,70680,70680,141360,124679520
882,5,70680,70680,141360,124820880
883,5,70680,70680,141360,124962240
884,5,70680,70680,141360,125103600
885,5,70680,70680,141360,125244960
886,5,70680,70680,141360,125386320
887,5,70680,70680,141360,125527680
888,5,70680,70680,141360,125669040
889,5,70680,70680,141360,125810400
890,5,70680,70680,141360,125951760
891,5,70680,70680,141360,126093120
892,5,70680,70680,141360,126234480
893,5,70680,70680,141360,126375840
894,5,70680,70680,141360,126517200
895,5,70680,70680,141360,126658560
896,5,70680,70680,141360,126799920
897,5,70680,70680,141360,126941280
898,5,70680,70680,141360,127082640
899,5,70680,70680,141360,127224000
900,5,70680,70680,141360,127365360
901,5,70680,70680,141360,127506720
902,5,70680,70680,141360,127648080
903,5,70680,70680,141360,127789440
904,5,70680,70680,141360,127930800
905,5,70680,70680,141360,128072160
906,5,70680,70680,141360,128213520
907,5,70680,70680,141360,128354880
908,5,70680,70680,141360,128496240
909,5,70680,70680,141360,128637600
910,5,70680,70680,141360,128778960
911,5,70680,70680,141360,128920320
912,5,70680,70680,141360,129061680
913,5,70680,70680,141360,129203040
914,5,70680,70680,141360,129344400
915,5,70680,70680,141360,129485760
916,5,70680,70680,141360,129627120
917,5,70680,70680,141360,129768480
918,5,70680,70680,141360,129909840
919,5,70680,70680,141360,130051200
920,5,70680,70680,141360,130192560
921,5,70680,70680,141360,130333920
922,5,70680,70680,141360,130475280
923,5,70680,70680,141360,130616640
924,5,70680,70680,141360,130758000
925,5,70680,70680,141360,130899360
926,5,70680,70680,141360,131040720
927,5,70680,70680,141360,131182080
928,5,70680,70680,141360,131323440
929,5,70680,70680,141360,131464800
930,5,70680,70680,141360,131606160
931,5,70680,70680,141360,131747520
932,5,70680,70680,141360,131888880
933,5,70680,70680,141360,132030240
934,5,70680,70680,141360,132171600
935,5,70680,70680,141360,132312960
936,5,70680,70680,141360,132454320
937,5,70680,70680,141360,132595680
938,5,70680,70680,141360,132737040
939,5,70680,70680,141360,132878400
940,5,70680,70680,141360,133019760
941,5,70680,70680,141360,133161120
942,5,70680,70680,141360,133302480
943,5,70680,70680,141360,133443840
944,5,70680,70680,141360,133585200
945,5,70680,70680,141360,133726560
946,5,70680,70680,141360,133867920
947,5,70680,70680,141360,134009280
948,5,70680,70680,141360,134150640
949,5,70680,70680,141360,134292000
950,5,70680,70680,141360,134433360
951,5,70680,70680,141360,134574720
952,5,70680,70680,141360,134716080
953,5,70680,70680,141360,134857440
954,5,70680,70680,141360,134998800
955,5,70680,70680,141360,135140160
956,5,70680,70680,141360,135281520
957,5,70680,70680,141360,135422880
958,5,70680,70680,141360,135564240
959,5,70680,70680,141360,135705600
960,5,70680,70680,141360,135846960
961,5,70680,70680,141360,135988320
962,5,70680,70680,141360,136129680
963,5,70680,70680,141360,136271040
964,5,70680,70680,141360,136412400
965,5,70680,70680,141360,136553760
966,5,70680,70680,141360,136695120
967,5,70680,70680,141360,136836480
968,5,70680,70680,141360,136977840
969,5,70680,70680,141360,137119200
970,5,70680,70680,141360,137260560
971,5,70680,70680,141360,137401920
972,5,70680,70680,141360,137543280
973,5,70680,70680,141360,137684640
974,5,70680,70680,141360,137826000
975,5,70680,70680,141360,137967360
976,5,70680,70680,141360,138108720
977,5,70680,70680,141360,138250080
978,5,70680,70680,141360,138391440
979,5,70680,70680,141360,138532800
980,5,70680,70680,141360,138674160
981,5,70680,70680,141360,138815520
982,5,70680,70680,141360,138956880
983,5,70680,70680,141360,139098240
984,5,70680,70680,141360,139239600
985,5,70680,70680,141360,139380960
986,5,70680,70680,141360,139522320
987,5,70680,70680,141360,139663680
988,5,70680,70680,141360,139805040
989,5,70680,70680,141360,139946400
990,5,70680,70680,141360,140087760
991,5,70680,70680,141360,140229120
992,5,70680,70680,141360,140370480
993,5,70680,70680,141360,140511840
994,5,70680,70680,141360,140653200
995,5,70680,70680,141360,140794560
996,5,70680,70680,141360,140935920
997,5,70680,70680,141360,141077280
998,5,70680,70680,141360,141218640
999,5,70680,70680,141360,141360000
